Genus,Family,Useful Life Expectency Value,Year Planted,Located in,count
Acacia,Fabaceae,1,1900,Park,1
Acacia,Fabaceae,1,1999,Park,7
Acacia,Fabaceae,1,2006,Park,1
Acacia,Fabaceae,10,1900,Park,3
Acacia,Fabaceae,10,1900,Street,1
Acacia,Fabaceae,10,1997,Park,1
Acacia,Fabaceae,10,1999,Park,21
Acacia,Fabaceae,10,2006,Park,1
Acacia,Fabaceae,10,2008,Park,1
Acacia,Fabaceae,10,2010,Park,1
Acacia,Fabaceae,20,1900,Park,7
Acacia,Fabaceae,20,1900,Street,1
Acacia,Fabaceae,20,1999,Park,35
Acacia,Fabaceae,20,2006,Park,3
Acacia,Fabaceae,20,2008,Park,4
Acacia,Fabaceae,20,2010,Park,10
Acacia,Fabaceae,30,1900,Park,6
Acacia,Fabaceae,30,1900,Street,3
Acacia,Fabaceae,30,1999,Park,30
Acacia,Fabaceae,30,2000,Park,2
Acacia,Fabaceae,30,2006,Park,4
Acacia,Fabaceae,30,2007,Park,1
Acacia,Fabaceae,30,2008,Park,12
Acacia,Fabaceae,30,2010,Park,21
Acacia,Fabaceae,30,2010,Street,1
Acacia,Fabaceae,5,1900,Park,2
Acacia,Fabaceae,5,1999,Park,9
Acacia,Fabaceae,5,2010,Park,3
Acacia,Fabaceae,60,1900,Park,4
Acacia,Fabaceae,60,1999,Park,29
Acacia,Fabaceae,60,2006,Park,1
Acacia,Fabaceae,60,2009,Park,1
Acacia,Fabaceae,60,2010,Park,4
Acacia,Fabaceae,80,1999,Park,10
Acacia,Fabaceae,80,2008,Street,1
Acacia,Fabaceae,80,2010,Park,3
Acacia,Fabaceae,80,2010,Street,1
Acer,Sapindaceae,1,1900,Park,1
Acer,Sapindaceae,1,2006,Park,2
Acer,Sapindaceae,1,2006,Street,1
Acer,Sapindaceae,1,2008,Street,1
Acer,Sapindaceae,10,1900,Park,6
Acer,Sapindaceae,10,1900,Street,1
Acer,Sapindaceae,10,1998,Park,2
Acer,Sapindaceae,10,2005,Street,2
Acer,Sapindaceae,10,2006,Park,4
Acer,Sapindaceae,10,2006,Street,4
Acer,Sapindaceae,10,2008,Street,5
Acer,Sapindaceae,10,2009,Street,5
Acer,Sapindaceae,10,2010,Street,4
Acer,Sapindaceae,20,1900,Park,5
Acer,Sapindaceae,20,1900,Street,3
Acer,Sapindaceae,20,1998,Park,2
Acer,Sapindaceae,20,2006,Park,4
Acer,Sapindaceae,20,2006,Street,2
Acer,Sapindaceae,20,2008,Street,2
Acer,Sapindaceae,20,2009,Street,5
Acer,Sapindaceae,20,2010,Street,2
Acer,Sapindaceae,30,1900,Park,1
Acer,Sapindaceae,30,1900,Street,6
Acer,Sapindaceae,30,1998,Park,5
Acer,Sapindaceae,30,2006,Park,2
Acer,Sapindaceae,30,2008,Park,2
Acer,Sapindaceae,30,2009,Street,1
Acer,Sapindaceae,30,2010,Street,1
Acer,Sapindaceae,5,1900,Park,2
Acer,Sapindaceae,5,1998,Park,2
Acer,Sapindaceae,5,2005,Street,1
Acer,Sapindaceae,5,2006,Park,2
Acer,Sapindaceae,5,2006,Street,2
Acer,Sapindaceae,5,2007,Street,1
Acer,Sapindaceae,5,2008,Street,7
Acer,Sapindaceae,5,2009,Street,7
Acer,Sapindaceae,5,2010,Street,5
Acer,Sapindaceae,60,1900,Park,5
Acer,Sapindaceae,60,1900,Street,2
Acer,Sapindaceae,60,1998,Park,1
Acer,Sapindaceae,60,2005,Street,32
Acer,Sapindaceae,60,2006,Park,1
Acer,Sapindaceae,60,2006,Street,81
Acer,Sapindaceae,60,2007,Street,3
Acer,Sapindaceae,60,2008,Park,3
Acer,Sapindaceae,60,2008,Street,24
Acer,Sapindaceae,60,2009,Park,3
Acer,Sapindaceae,60,2009,Street,73
Acer,Sapindaceae,60,2010,Street,87
Acer,Sapindaceae,80,2009,Park,2
Acer,Sapindaceae,80,2010,Street,1
Aesculus,Sapindaceae,10,1998,Park,7
Aesculus,Sapindaceae,10,2000,Park,1
Aesculus,Sapindaceae,20,1998,Park,6
Aesculus,Sapindaceae,20,2000,Park,1
Aesculus,Sapindaceae,60,1998,Park,1
Afrocarpus,Podocarpaceae,30,1900,Park,1
Afrocarpus,Podocarpaceae,60,1900,Park,2
Afrocarpus,Podocarpaceae,60,2006,Park,2
Afrocarpus,Podocarpaceae,80,1900,Park,2
Afrocarpus,Podocarpaceae,80,2006,Park,1
Agathis,Araucariaceae,10,2008,Park,1
Agathis,Araucariaceae,30,1998,Park,3
Agathis,Araucariaceae,30,1998,Street,1
Agathis,Araucariaceae,30,2009,Park,3
Agathis,Araucariaceae,5,2008,Park,1
Agathis,Araucariaceae,60,1900,Park,3
Agathis,Araucariaceae,60,1998,Park,9
Agathis,Araucariaceae,60,2000,Park,1
Agathis,Araucariaceae,60,2009,Street,1
Agathis,Araucariaceae,60,2010,Street,2
Agathis,Araucariaceae,80,1900,Park,10
Agathis,Araucariaceae,80,2000,Park,13
Agathis,Araucariaceae,80,2006,Park,18
Agathis,Araucariaceae,80,2009,Park,10
Agathis,Araucariaceae,80,2009,Street,1
Agathis,Araucariaceae,80,2010,Park,24
Agathis,Araucariaceae,80,2010,Street,3
Agonis,Myrtaceae,10,1900,Park,1
Agonis,Myrtaceae,10,1998,Park,1
Agonis,Myrtaceae,20,1997,Street,1
Agonis,Myrtaceae,20,1998,Park,1
Agonis,Myrtaceae,20,1999,Park,1
Agonis,Myrtaceae,30,1997,Street,4
Agonis,Myrtaceae,30,1998,Park,2
Agonis,Myrtaceae,5,1998,Park,1
Agonis,Myrtaceae,5,1999,Park,1
Agonis,Myrtaceae,60,1997,Street,1
Agonis,Myrtaceae,60,1999,Park,1
Alectryon,Sapindaceae,30,1998,Park,1
Allocasuarina,Casuarinaceae,1,1999,Park,4
Allocasuarina,Casuarinaceae,1,2006,Street,1
Allocasuarina,Casuarinaceae,1,2009,Park,1
Allocasuarina,Casuarinaceae,10,1900,Park,2
Allocasuarina,Casuarinaceae,10,1998,Park,1
Allocasuarina,Casuarinaceae,10,1999,Park,10
Allocasuarina,Casuarinaceae,10,2008,Street,1
Allocasuarina,Casuarinaceae,20,1900,Park,2
Allocasuarina,Casuarinaceae,20,1998,Park,1
Allocasuarina,Casuarinaceae,20,1999,Park,24
Allocasuarina,Casuarinaceae,20,2000,Street,2
Allocasuarina,Casuarinaceae,30,1900,Park,4
Allocasuarina,Casuarinaceae,30,1900,Street,1
Allocasuarina,Casuarinaceae,30,1997,Street,1
Allocasuarina,Casuarinaceae,30,1998,Park,12
Allocasuarina,Casuarinaceae,30,1999,Park,33
Allocasuarina,Casuarinaceae,30,2000,Street,1
Allocasuarina,Casuarinaceae,30,2008,Park,1
Allocasuarina,Casuarinaceae,5,1999,Park,6
Allocasuarina,Casuarinaceae,5,2008,Street,1
Allocasuarina,Casuarinaceae,5,2009,Street,1
Allocasuarina,Casuarinaceae,5,2010,Park,1
Allocasuarina,Casuarinaceae,60,1900,Park,1
Allocasuarina,Casuarinaceae,60,1900,Street,2
Allocasuarina,Casuarinaceae,60,1997,Street,1
Allocasuarina,Casuarinaceae,60,1998,Park,13
Allocasuarina,Casuarinaceae,60,1999,Park,33
Allocasuarina,Casuarinaceae,60,1999,Street,1
Allocasuarina,Casuarinaceae,60,2000,Park,6
Allocasuarina,Casuarinaceae,60,2000,Street,53
Allocasuarina,Casuarinaceae,60,2006,Park,6
Allocasuarina,Casuarinaceae,60,2006,Street,54
Allocasuarina,Casuarinaceae,60,2008,Park,2
Allocasuarina,Casuarinaceae,60,2008,Street,3
Allocasuarina,Casuarinaceae,60,2009,Park,8
Allocasuarina,Casuarinaceae,60,2010,Park,3
Allocasuarina,Casuarinaceae,80,1900,Park,1
Allocasuarina,Casuarinaceae,80,1999,Park,12
Allocasuarina,Casuarinaceae,80,2000,Street,1
Allocasuarina,Casuarinaceae,80,2006,Street,10
Allocasuarina,Casuarinaceae,80,2007,Park,1
Allocasuarina,Casuarinaceae,80,2009,Street,3
Allocasuarina,Casuarinaceae,80,2010,Park,26
Allocasuarina,Casuarinaceae,80,2010,Street,1
Alnus,Betulaceae,20,1997,Street,2
Alnus,Betulaceae,20,1998,Park,1
Alnus,Betulaceae,30,1900,Park,1
Alnus,Betulaceae,30,1900,Street,1
Angophora,Myrtaceae,10,1997,Street,3
Angophora,Myrtaceae,10,2008,Street,1
Angophora,Myrtaceae,10,2009,Street,1
Angophora,Myrtaceae,20,1900,Park,1
Angophora,Myrtaceae,20,1997,Street,2
Angophora,Myrtaceae,20,2006,Street,2
Angophora,Myrtaceae,20,2007,Street,1
Angophora,Myrtaceae,20,2008,Park,2
Angophora,Myrtaceae,20,2009,Street,7
Angophora,Myrtaceae,30,1900,Park,2
Angophora,Myrtaceae,30,1900,Street,3
Angophora,Myrtaceae,30,1997,Street,13
Angophora,Myrtaceae,30,1998,Park,2
Angophora,Myrtaceae,30,1999,Park,1
Angophora,Myrtaceae,30,2000,Street,24
Angophora,Myrtaceae,30,2006,Street,8
Angophora,Myrtaceae,30,2007,Street,2
Angophora,Myrtaceae,30,2008,Street,1
Angophora,Myrtaceae,30,2009,Street,20
Angophora,Myrtaceae,5,1900,Street,2
Angophora,Myrtaceae,5,1998,Park,1
Angophora,Myrtaceae,5,2010,Park,1
Angophora,Myrtaceae,60,1899,Street,2
Angophora,Myrtaceae,60,1900,Park,3
Angophora,Myrtaceae,60,1900,Street,24
Angophora,Myrtaceae,60,1997,Street,23
Angophora,Myrtaceae,60,1998,Park,14
Angophora,Myrtaceae,60,1999,Park,4
Angophora,Myrtaceae,60,2000,Street,51
Angophora,Myrtaceae,60,2006,Street,28
Angophora,Myrtaceae,60,2007,Street,24
Angophora,Myrtaceae,60,2008,Park,2
Angophora,Myrtaceae,60,2008,Street,57
Angophora,Myrtaceae,60,2009,Street,84
Angophora,Myrtaceae,60,2010,Street,28
Angophora,Myrtaceae,80,1899,Street,1
Angophora,Myrtaceae,80,1900,Park,11
Angophora,Myrtaceae,80,1900,Street,5
Angophora,Myrtaceae,80,1997,Street,7
Angophora,Myrtaceae,80,2000,Park,1
Angophora,Myrtaceae,80,2000,Street,4
Angophora,Myrtaceae,80,2006,Park,13
Angophora,Myrtaceae,80,2006,Street,15
Angophora,Myrtaceae,80,2007,Park,2
Angophora,Myrtaceae,80,2007,Street,23
Angophora,Myrtaceae,80,2008,Park,11
Angophora,Myrtaceae,80,2008,Street,7
Angophora,Myrtaceae,80,2009,Park,3
Angophora,Myrtaceae,80,2009,Street,79
Angophora,Myrtaceae,80,2010,Park,10
Angophora,Myrtaceae,80,2010,Street,2
Araucaria,Araucariaceae,10,1998,Park,1
Araucaria,Araucariaceae,20,1998,Park,4
Araucaria,Araucariaceae,30,1900,Park,1
Araucaria,Araucariaceae,30,1998,Park,11
Araucaria,Araucariaceae,30,2009,Park,3
Araucaria,Araucariaceae,5,2000,Park,1
Araucaria,Araucariaceae,60,1900,Park,7
Araucaria,Araucariaceae,60,1997,Park,3
Araucaria,Araucariaceae,60,1998,Park,83
Araucaria,Araucariaceae,60,2009,Park,2
Araucaria,Araucariaceae,60,2010,Street,1
Araucaria,Araucariaceae,80,1900,Park,7
Araucaria,Araucariaceae,80,1998,Park,5
Araucaria,Araucariaceae,80,2000,Park,16
Araucaria,Araucariaceae,80,2005,Park,2
Araucaria,Araucariaceae,80,2006,Park,7
Araucaria,Araucariaceae,80,2007,Park,1
Araucaria,Araucariaceae,80,2008,Park,2
Araucaria,Araucariaceae,80,2009,Park,5
Araucaria,Araucariaceae,80,2010,Park,8
Backhousia,Myrtaceae,60,2006,Street,1
Backhousia,Myrtaceae,60,2009,Street,2
Banksia,Proteaceae,10,2006,Street,1
Banksia,Proteaceae,30,2009,Park,1
Banksia,Proteaceae,5,1999,Park,2
Banksia,Proteaceae,60,2000,Street,3
Banksia,Proteaceae,60,2006,Street,16
Banksia,Proteaceae,60,2008,Park,4
Banksia,Proteaceae,60,2009,Park,1
Banksia,Proteaceae,80,1900,Park,5
Banksia,Proteaceae,80,1999,Park,7
Banksia,Proteaceae,80,2000,Street,1
Banksia,Proteaceae,80,2006,Street,3
Banksia,Proteaceae,80,2010,Park,4
Betula,Betulaceae,10,1997,Street,1
Betula,Betulaceae,10,1998,Park,1
Betula,Betulaceae,20,1997,Street,1
Betula,Betulaceae,20,1998,Park,1
Betula,Betulaceae,20,2007,Street,1
Betula,Betulaceae,30,2006,Street,1
Betula,Betulaceae,5,1998,Park,1
Betula,Betulaceae,5,1998,Street,1
Betula,Betulaceae,60,2006,Street,4
Brachychiton,Malvaceae,10,1997,Street,1
Brachychiton,Malvaceae,10,1998,Park,1
Brachychiton,Malvaceae,10,2007,Park,1
Brachychiton,Malvaceae,20,1997,Street,2
Brachychiton,Malvaceae,20,1998,Park,1
Brachychiton,Malvaceae,20,2006,Street,1
Brachychiton,Malvaceae,30,1900,Park,2
Brachychiton,Malvaceae,30,1900,Street,2
Brachychiton,Malvaceae,30,1997,Street,5
Brachychiton,Malvaceae,30,1998,Park,1
Brachychiton,Malvaceae,30,1999,Park,2
Brachychiton,Malvaceae,5,1900,Park,1
Brachychiton,Malvaceae,5,1997,Street,1
Brachychiton,Malvaceae,5,2010,Park,1
Brachychiton,Malvaceae,60,1900,Park,3
Brachychiton,Malvaceae,60,1997,Street,8
Brachychiton,Malvaceae,60,1998,Park,5
Brachychiton,Malvaceae,60,2000,Park,4
Brachychiton,Malvaceae,80,1900,Park,10
Brachychiton,Malvaceae,80,1900,Street,1
Brachychiton,Malvaceae,80,1998,Park,2
Brachychiton,Malvaceae,80,2000,Park,6
Brachychiton,Malvaceae,80,2006,Park,20
Brachychiton,Malvaceae,80,2007,Park,2
Brachychiton,Malvaceae,80,2008,Park,2
Brachychiton,Malvaceae,80,2009,Park,6
Brachychiton,Malvaceae,80,2010,Park,15
Brachychiton,Malvaceae,80,2010,Street,2
Brahea,Arecaceae,60,1998,Park,2
Brahea,Arecaceae,60,2000,Park,1
Buckinghamia,Proteaceae,30,1998,Park,1
Buckinghamia,Proteaceae,80,2000,Park,2
Bursaria,Pittosporaceae,5,1900,Park,1
Butia,Arecaceae,1,2009,Street,1
Butia,Arecaceae,60,1900,Park,1
Butia,Arecaceae,60,1998,Park,3
Butia,Arecaceae,80,2009,Street,11
Callistemon,Myrtaceae,1,1997,Street,1
Callistemon,Myrtaceae,1,1999,Park,2
Callistemon,Myrtaceae,10,1900,Park,2
Callistemon,Myrtaceae,10,1997,Street,5
Callistemon,Myrtaceae,10,1998,Park,1
Callistemon,Myrtaceae,10,1999,Park,22
Callistemon,Myrtaceae,20,1900,Park,4
Callistemon,Myrtaceae,20,1900,Street,2
Callistemon,Myrtaceae,20,1997,Street,6
Callistemon,Myrtaceae,20,1998,Park,1
Callistemon,Myrtaceae,20,1999,Park,20
Callistemon,Myrtaceae,20,2006,Street,1
Callistemon,Myrtaceae,20,2008,Park,2
Callistemon,Myrtaceae,20,2008,Street,1
Callistemon,Myrtaceae,20,2010,Park,8
Callistemon,Myrtaceae,30,1899,Street,1
Callistemon,Myrtaceae,30,1900,Park,1
Callistemon,Myrtaceae,30,1900,Street,8
Callistemon,Myrtaceae,30,1997,Street,4
Callistemon,Myrtaceae,30,1999,Park,6
Callistemon,Myrtaceae,30,2008,Street,1
Callistemon,Myrtaceae,30,2009,Street,1
Callistemon,Myrtaceae,5,1900,Park,1
Callistemon,Myrtaceae,5,1900,Street,1
Callistemon,Myrtaceae,5,1997,Street,1
Callistemon,Myrtaceae,5,1999,Park,8
Callistemon,Myrtaceae,60,1900,Park,2
Callistemon,Myrtaceae,60,1900,Street,1
Callistemon,Myrtaceae,60,1999,Park,8
Callistemon,Myrtaceae,60,2006,Street,12
Callistemon,Myrtaceae,60,2007,Street,1
Callistemon,Myrtaceae,80,1900,Park,1
Callitris,Cupressaceae,30,1998,Park,1
Callitris,Cupressaceae,5,2000,Park,1
Callitris,Cupressaceae,60,1900,Park,1
Callitris,Cupressaceae,60,2006,Park,2
Callitris,Cupressaceae,80,2006,Park,9
Calodendrum,Rutaceae,1,1998,Park,1
Calodendrum,Rutaceae,10,1998,Park,2
Calodendrum,Rutaceae,10,2000,Park,1
Calodendrum,Rutaceae,20,1998,Park,3
Calodendrum,Rutaceae,30,1900,Park,1
Calodendrum,Rutaceae,30,1998,Park,3
Calodendrum,Rutaceae,60,2010,Park,1
Calodendrum,Rutaceae,80,2000,Park,2
Carpinus,Betulaceae,10,1998,Park,1
Carpinus,Betulaceae,30,2006,Park,1
Carya,Juglandaceae,80,2006,Park,1
Cassine,Celastraceae,60,1998,Park,1
Casuarina,Casuarinaceae,1,2000,Park,1
Casuarina,Casuarinaceae,1,2009,Park,1
Casuarina,Casuarinaceae,1,2010,Park,1
Casuarina,Casuarinaceae,10,1999,Park,2
Casuarina,Casuarinaceae,10,1999,Street,3
Casuarina,Casuarinaceae,10,2000,Park,1
Casuarina,Casuarinaceae,10,2010,Park,1
Casuarina,Casuarinaceae,20,1900,Park,6
Casuarina,Casuarinaceae,20,1998,Park,10
Casuarina,Casuarinaceae,20,1999,Park,2
Casuarina,Casuarinaceae,20,1999,Street,2
Casuarina,Casuarinaceae,30,1900,Park,29
Casuarina,Casuarinaceae,30,1997,Street,3
Casuarina,Casuarinaceae,30,1998,Park,13
Casuarina,Casuarinaceae,30,1999,Park,5
Casuarina,Casuarinaceae,30,2008,Street,1
Casuarina,Casuarinaceae,5,1997,Street,1
Casuarina,Casuarinaceae,5,2010,Park,1
Casuarina,Casuarinaceae,60,1900,Park,18
Casuarina,Casuarinaceae,60,1900,Street,6
Casuarina,Casuarinaceae,60,1997,Park,1
Casuarina,Casuarinaceae,60,1997,Street,15
Casuarina,Casuarinaceae,60,1998,Park,32
Casuarina,Casuarinaceae,60,1999,Park,9
Casuarina,Casuarinaceae,60,1999,Street,5
Casuarina,Casuarinaceae,60,2006,Park,1
Casuarina,Casuarinaceae,60,2007,Park,1
Casuarina,Casuarinaceae,60,2008,Park,1
Casuarina,Casuarinaceae,60,2009,Park,33
Casuarina,Casuarinaceae,60,2010,Park,18
Casuarina,Casuarinaceae,80,2010,Park,15
Catalpa,Bignoniaceae,20,1998,Park,1
Cedrus,Pinaceae,10,1900,Park,2
Cedrus,Pinaceae,10,1998,Park,13
Cedrus,Pinaceae,20,1900,Park,2
Cedrus,Pinaceae,20,1998,Park,32
Cedrus,Pinaceae,20,2000,Park,1
Cedrus,Pinaceae,30,1900,Park,1
Cedrus,Pinaceae,30,1998,Park,28
Cedrus,Pinaceae,30,2000,Park,1
Cedrus,Pinaceae,30,2008,Street,1
Cedrus,Pinaceae,5,1998,Park,6
Cedrus,Pinaceae,5,2008,Park,1
Cedrus,Pinaceae,60,1900,Park,1
Cedrus,Pinaceae,60,1998,Park,31
Cedrus,Pinaceae,60,2000,Park,2
Cedrus,Pinaceae,80,1900,Park,41
Cedrus,Pinaceae,80,1998,Park,5
Cedrus,Pinaceae,80,2000,Park,4
Cedrus,Pinaceae,80,2006,Park,9
Cedrus,Pinaceae,80,2008,Park,21
Cedrus,Pinaceae,80,2009,Park,8
Cedrus,Pinaceae,80,2010,Park,7
Celtis,Cannabaceae,10,1900,Street,1
Celtis,Cannabaceae,10,1997,Street,4
Celtis,Cannabaceae,10,1999,Street,1
Celtis,Cannabaceae,10,2006,Street,3
Celtis,Cannabaceae,10,2008,Street,2
Celtis,Cannabaceae,20,1900,Street,1
Celtis,Cannabaceae,20,1997,Street,3
Celtis,Cannabaceae,20,2006,Street,10
Celtis,Cannabaceae,20,2008,Street,1
Celtis,Cannabaceae,30,1900,Street,2
Celtis,Cannabaceae,30,1997,Street,15
Celtis,Cannabaceae,30,1998,Park,2
Celtis,Cannabaceae,30,1999,Park,1
Celtis,Cannabaceae,30,1999,Street,22
Celtis,Cannabaceae,30,2000,Street,1
Celtis,Cannabaceae,30,2006,Street,31
Celtis,Cannabaceae,30,2008,Street,11
Celtis,Cannabaceae,5,1900,Street,1
Celtis,Cannabaceae,5,2008,Street,2
Celtis,Cannabaceae,5,2009,Street,2
Celtis,Cannabaceae,60,1900,Park,2
Celtis,Cannabaceae,60,1900,Street,4
Celtis,Cannabaceae,60,1998,Park,4
Celtis,Cannabaceae,60,1999,Street,1
Celtis,Cannabaceae,60,2006,Park,3
Celtis,Cannabaceae,60,2006,Street,11
Celtis,Cannabaceae,60,2007,Park,1
Celtis,Cannabaceae,60,2008,Street,5
Celtis,Cannabaceae,60,2009,Street,3
Celtis,Cannabaceae,80,2006,Street,1
Celtis,Cannabaceae,80,2007,Park,2
Celtis,Cannabaceae,80,2010,Street,1
Ceratonia,Fabaceae,60,2008,Park,1
Ceratonia,Fabaceae,60,2010,Park,1
Cercis,Fabaceae,30,1900,Park,1
Cercis,Fabaceae,30,2000,Street,1
Cercis,Fabaceae,30,2008,Street,1
Cercis,Fabaceae,60,2000,Street,1
Cercis,Fabaceae,80,1900,Park,5
Cercis,Fabaceae,80,2008,Park,3
Chamaerops,Arecaceae,60,1998,Park,4
Chamaerops,Arecaceae,60,2000,Park,1
Chamaerops,Arecaceae,60,2010,Park,1
Chamaerops,Arecaceae,80,2009,Street,5
Cinnamomum,Lauraceae,10,1998,Park,1
Cinnamomum,Lauraceae,20,1900,Park,1
Cinnamomum,Lauraceae,20,1998,Park,2
Cinnamomum,Lauraceae,30,1998,Park,2
Cinnamomum,Lauraceae,30,2000,Street,1
Cinnamomum,Lauraceae,5,1998,Park,2
Cinnamomum,Lauraceae,60,2006,Street,1
Cinnamomum,Lauraceae,80,1900,Park,4
Cinnamomum,Lauraceae,80,2006,Park,7
Cinnamomum,Lauraceae,80,2006,Street,4
Cinnamomum,Lauraceae,80,2007,Park,2
Cinnamomum,Lauraceae,80,2008,Park,1
Cinnamomum,Lauraceae,80,2009,Park,2
Cinnamomum,Lauraceae,80,2009,Street,1
Cinnamomum,Lauraceae,80,2010,Park,1
Citrus,Rutaceae,5,2010,Street,1
Cordyline,Asparagaceae,10,1900,Park,2
Cordyline,Asparagaceae,20,1998,Park,3
Cordyline,Asparagaceae,20,2000,Park,1
Cordyline,Asparagaceae,20,2010,Street,2
Cordyline,Asparagaceae,30,1998,Park,3
Cordyline,Asparagaceae,5,1998,Park,1
Cordyline,Asparagaceae,80,1900,Park,1
Corylopsis,Hamamelidaceae,10,1900,Park,2
Corylopsis,Hamamelidaceae,20,1900,Park,1
Corymbia,Myrtaceae,1,1900,Park,2
Corymbia,Myrtaceae,1,1998,Park,1
Corymbia,Myrtaceae,1,1999,Park,4
Corymbia,Myrtaceae,1,2000,Street,1
Corymbia,Myrtaceae,1,2006,Park,1
