Genus,Family,Useful Life Expectency Value,Year Planted,Located in,count
Pyrus,Rosaceae,1,1900,Street,1
Pyrus,Rosaceae,10,1999,Street,1
Pyrus,Rosaceae,10,2007,Park,1
Pyrus,Rosaceae,10,2009,Park,4
Pyrus,Rosaceae,20,1900,Park,1
Pyrus,Rosaceae,20,1900,Street,7
Pyrus,Rosaceae,20,1997,Street,7
Pyrus,Rosaceae,20,1998,Park,1
Pyrus,Rosaceae,20,1999,Street,19
Pyrus,Rosaceae,20,2000,Street,3
Pyrus,Rosaceae,20,2006,Park,2
Pyrus,Rosaceae,20,2006,Street,4
Pyrus,Rosaceae,20,2008,Street,8
Pyrus,Rosaceae,20,2009,Park,2
Pyrus,Rosaceae,20,2009,Street,1
Pyrus,Rosaceae,20,2010,Park,1
Pyrus,Rosaceae,30,1900,Park,1
Pyrus,Rosaceae,30,1900,Street,36
Pyrus,Rosaceae,30,1997,Street,24
Pyrus,Rosaceae,30,1998,Park,2
Pyrus,Rosaceae,30,1998,Street,9
Pyrus,Rosaceae,30,1999,Street,28
Pyrus,Rosaceae,30,2000,Street,2
Pyrus,Rosaceae,30,2005,Street,4
Pyrus,Rosaceae,30,2006,Street,8
Pyrus,Rosaceae,30,2008,Park,1
Pyrus,Rosaceae,30,2008,Street,18
Pyrus,Rosaceae,30,2009,Street,2
Pyrus,Rosaceae,5,1997,Street,1
Pyrus,Rosaceae,5,2006,Street,1
Pyrus,Rosaceae,60,1900,Park,3
Pyrus,Rosaceae,60,1900,Street,4
Pyrus,Rosaceae,60,1999,Street,2
Pyrus,Rosaceae,60,2000,Street,10
Pyrus,Rosaceae,60,2005,Street,1
Pyrus,Rosaceae,60,2006,Park,12
Pyrus,Rosaceae,60,2006,Street,20
Pyrus,Rosaceae,60,2007,Park,35
Pyrus,Rosaceae,60,2007,Street,1
Pyrus,Rosaceae,60,2008,Street,16
Pyrus,Rosaceae,60,2009,Park,12
Pyrus,Rosaceae,60,2009,Street,6
Pyrus,Rosaceae,60,2010,Park,4
Pyrus,Rosaceae,60,2010,Street,8
Quercus,Fagaceae,1,1900,Street,1
Quercus,Fagaceae,1,1998,Park,4
Quercus,Fagaceae,1,2006,Park,1
Quercus,Fagaceae,1,2008,Park,1
Quercus,Fagaceae,10,1900,Park,14
Quercus,Fagaceae,10,1900,Street,10
Quercus,Fagaceae,10,1997,Park,9
Quercus,Fagaceae,10,1997,Street,16
Quercus,Fagaceae,10,1998,Park,61
Quercus,Fagaceae,10,1999,Park,1
Quercus,Fagaceae,10,2006,Park,1
Quercus,Fagaceae,10,2006,Street,5
Quercus,Fagaceae,10,2008,Street,5
Quercus,Fagaceae,20,1900,Park,17
Quercus,Fagaceae,20,1900,Street,17
Quercus,Fagaceae,20,1997,Park,7
Quercus,Fagaceae,20,1997,Street,34
Quercus,Fagaceae,20,1998,Park,51
Quercus,Fagaceae,20,2000,Park,2
Quercus,Fagaceae,20,2000,Street,2
Quercus,Fagaceae,20,2006,Park,1
Quercus,Fagaceae,20,2008,Street,3
Quercus,Fagaceae,20,2010,Street,1
Quercus,Fagaceae,30,1900,Park,8
Quercus,Fagaceae,30,1900,Street,33
Quercus,Fagaceae,30,1997,Street,100
Quercus,Fagaceae,30,1998,Park,58
Quercus,Fagaceae,30,2000,Park,1
Quercus,Fagaceae,30,2006,Street,2
Quercus,Fagaceae,30,2008,Street,4
Quercus,Fagaceae,30,2009,Street,1
Quercus,Fagaceae,30,2010,Street,4
Quercus,Fagaceae,5,1900,Park,4
Quercus,Fagaceae,5,1900,Street,8
Quercus,Fagaceae,5,1997,Park,1
Quercus,Fagaceae,5,1997,Street,4
Quercus,Fagaceae,5,1998,Park,31
Quercus,Fagaceae,5,2006,Park,3
Quercus,Fagaceae,5,2007,Park,1
Quercus,Fagaceae,5,2008,Street,1
Quercus,Fagaceae,60,1900,Park,16
Quercus,Fagaceae,60,1900,Street,27
Quercus,Fagaceae,60,1997,Park,2
Quercus,Fagaceae,60,1997,Street,25
Quercus,Fagaceae,60,1998,Park,85
Quercus,Fagaceae,60,1999,Park,1
Quercus,Fagaceae,60,2000,Park,3
Quercus,Fagaceae,60,2000,Street,15
Quercus,Fagaceae,60,2005,Street,2
Quercus,Fagaceae,60,2006,Park,6
Quercus,Fagaceae,60,2006,Street,40
Quercus,Fagaceae,60,2007,Park,1
Quercus,Fagaceae,60,2007,Street,5
Quercus,Fagaceae,60,2008,Park,2
Quercus,Fagaceae,60,2008,Street,10
Quercus,Fagaceae,60,2009,Street,4
Quercus,Fagaceae,60,2010,Street,37
Quercus,Fagaceae,80,1900,Park,18
Quercus,Fagaceae,80,1900,Street,24
Quercus,Fagaceae,80,1997,Street,14
Quercus,Fagaceae,80,1998,Park,11
Quercus,Fagaceae,80,2000,Park,9
Quercus,Fagaceae,80,2000,Street,10
Quercus,Fagaceae,80,2005,Park,2
Quercus,Fagaceae,80,2006,Park,24
Quercus,Fagaceae,80,2006,Street,47
Quercus,Fagaceae,80,2007,Park,28
Quercus,Fagaceae,80,2007,Street,4
Quercus,Fagaceae,80,2008,Park,3
Quercus,Fagaceae,80,2008,Street,18
Quercus,Fagaceae,80,2009,Park,6
Quercus,Fagaceae,80,2009,Street,15
Quercus,Fagaceae,80,2010,Park,7
Quercus,Fagaceae,80,2010,Street,36
Robinia,Fabaceae,1,1998,Park,1
Robinia,Fabaceae,10,1900,Street,9
Robinia,Fabaceae,10,2008,Street,2
Robinia,Fabaceae,20,1900,Street,20
Robinia,Fabaceae,20,1997,Street,2
Robinia,Fabaceae,20,2005,Street,1
Robinia,Fabaceae,20,2006,Park,1
Robinia,Fabaceae,20,2007,Street,1
Robinia,Fabaceae,20,2008,Park,1
Robinia,Fabaceae,20,2008,Street,4
Robinia,Fabaceae,20,2009,Street,1
Robinia,Fabaceae,30,1900,Street,6
Robinia,Fabaceae,30,1998,Park,2
Robinia,Fabaceae,30,2008,Park,4
Robinia,Fabaceae,30,2008,Street,9
Robinia,Fabaceae,60,2008,Street,1
Sabal,Arecaceae,80,2010,Street,3
Salix,Salicaceae,30,1998,Park,2
Sapium,Euphorbiaceae,10,2009,Street,1
Sapium,Euphorbiaceae,5,2009,Street,1
Sapium,Euphorbiaceae,60,2009,Street,12
Schinus,Anacardiaceae,1,1900,Park,1
Schinus,Anacardiaceae,10,1900,Park,2
Schinus,Anacardiaceae,10,1998,Park,2
Schinus,Anacardiaceae,10,1999,Park,3
Schinus,Anacardiaceae,10,2008,Park,2
Schinus,Anacardiaceae,20,1998,Park,4
Schinus,Anacardiaceae,20,1999,Park,4
Schinus,Anacardiaceae,20,2008,Park,6
Schinus,Anacardiaceae,20,2009,Park,1
Schinus,Anacardiaceae,30,1900,Park,12
Schinus,Anacardiaceae,30,1998,Park,4
Schinus,Anacardiaceae,30,1999,Park,7
Schinus,Anacardiaceae,30,2000,Park,1
Schinus,Anacardiaceae,30,2008,Park,2
Schinus,Anacardiaceae,30,2008,Street,3
Schinus,Anacardiaceae,30,2009,Park,3
Schinus,Anacardiaceae,5,1999,Park,3
Schinus,Anacardiaceae,5,2008,Park,1
Schinus,Anacardiaceae,60,1900,Park,69
Schinus,Anacardiaceae,60,1900,Street,17
Schinus,Anacardiaceae,60,1997,Park,7
Schinus,Anacardiaceae,60,1997,Street,9
Schinus,Anacardiaceae,60,1998,Park,23
Schinus,Anacardiaceae,60,1998,Street,8
Schinus,Anacardiaceae,60,1999,Park,26
Schinus,Anacardiaceae,60,1999,Street,14
Schinus,Anacardiaceae,60,2000,Street,2
Schinus,Anacardiaceae,60,2006,Park,6
Schinus,Anacardiaceae,60,2006,Street,2
Schinus,Anacardiaceae,60,2008,Park,38
Schinus,Anacardiaceae,60,2008,Street,32
Schinus,Anacardiaceae,60,2009,Park,36
Schinus,Anacardiaceae,60,2010,Street,1
Schinus,Anacardiaceae,80,1900,Park,32
Schinus,Anacardiaceae,80,1997,Street,2
Schinus,Anacardiaceae,80,1998,Park,1
Schinus,Anacardiaceae,80,1999,Park,10
Schinus,Anacardiaceae,80,1999,Street,1
Schinus,Anacardiaceae,80,2000,Park,8
Schinus,Anacardiaceae,80,2005,Park,1
Schinus,Anacardiaceae,80,2006,Park,16
Schinus,Anacardiaceae,80,2008,Park,6
Schinus,Anacardiaceae,80,2008,Street,2
Schinus,Anacardiaceae,80,2009,Park,2
Schinus,Anacardiaceae,80,2010,Park,6
Sequoia,Cupressaceae,60,1998,Park,1
Sequoia,Cupressaceae,80,1900,Park,2
Sequoia,Cupressaceae,80,2000,Park,1
Sequoia,Cupressaceae,80,2008,Park,1
Sequoiadendron,Cupressaceae,80,2006,Park,2
Sophora,Fabaceae,10,2000,Park,1
Sorbus,Rosaceae,20,1997,Street,1
Stenocarpus,Proteaceae,1,2007,Street,1
Stenocarpus,Proteaceae,10,1998,Park,2
Stenocarpus,Proteaceae,20,1998,Park,1
Stenocarpus,Proteaceae,30,1998,Park,3
Stenocarpus,Proteaceae,30,2007,Street,6
Stenocarpus,Proteaceae,30,2008,Street,16
Stenocarpus,Proteaceae,60,1998,Park,1
Stenocarpus,Proteaceae,60,1999,Park,1
Stenocarpus,Proteaceae,60,2000,Park,5
Stenocarpus,Proteaceae,60,2000,Street,6
Stenocarpus,Proteaceae,60,2006,Park,2
Stenocarpus,Proteaceae,60,2006,Street,19
Stenocarpus,Proteaceae,60,2007,Street,1
Stenocarpus,Proteaceae,60,2008,Street,10
Stenocarpus,Proteaceae,60,2009,Street,2
Stenocarpus,Proteaceae,60,2010,Street,1
Stenocarpus,Proteaceae,80,2005,Park,1
Stenocarpus,Proteaceae,80,2010,Park,1
string,string,number,date,string,1
Syncarpia,Myrtaceae,30,1900,Park,1
Syncarpia,Myrtaceae,30,1998,Park,1
Syncarpia,Myrtaceae,30,2000,Park,1
Syncarpia,Myrtaceae,60,2007,Park,2
Syzygium,Myrtaceae,1,1900,Park,1
Syzygium,Myrtaceae,1,1900,Street,1
Syzygium,Myrtaceae,10,1900,Park,10
Syzygium,Myrtaceae,10,1900,Street,11
Syzygium,Myrtaceae,10,1998,Park,2
Syzygium,Myrtaceae,10,2005,Park,1
Syzygium,Myrtaceae,10,2006,Park,1
Syzygium,Myrtaceae,10,2006,Street,2
Syzygium,Myrtaceae,10,2008,Street,3
Syzygium,Myrtaceae,10,2010,Street,2
Syzygium,Myrtaceae,20,1900,Park,25
Syzygium,Myrtaceae,20,1900,Street,26
Syzygium,Myrtaceae,20,1998,Park,4
Syzygium,Myrtaceae,20,2007,Street,2
Syzygium,Myrtaceae,20,2008,Park,1
Syzygium,Myrtaceae,20,2008,Street,3
Syzygium,Myrtaceae,20,2010,Park,1
Syzygium,Myrtaceae,20,2010,Street,3
Syzygium,Myrtaceae,30,1900,Park,13
Syzygium,Myrtaceae,30,1900,Street,64
Syzygium,Myrtaceae,30,1998,Park,7
Syzygium,Myrtaceae,30,2007,Street,5
Syzygium,Myrtaceae,30,2008,Street,10
Syzygium,Myrtaceae,30,2010,Street,8
Syzygium,Myrtaceae,5,1900,Park,9
Syzygium,Myrtaceae,5,1900,Street,1
Syzygium,Myrtaceae,5,2008,Street,1
Syzygium,Myrtaceae,5,2010,Street,2
Syzygium,Myrtaceae,60,1900,Park,13
Syzygium,Myrtaceae,60,1900,Street,12
Syzygium,Myrtaceae,60,2006,Park,1
Syzygium,Myrtaceae,60,2006,Street,4
Syzygium,Myrtaceae,60,2007,Street,9
Syzygium,Myrtaceae,60,2010,Street,11
Syzygium,Myrtaceae,80,1900,Park,3
Syzygium,Myrtaceae,80,2005,Street,1
Syzygium,Myrtaceae,80,2006,Park,2
Syzygium,Myrtaceae,80,2009,Park,1
Syzygium,Myrtaceae,80,2010,Park,8
Tamarix,Tamaricaceae,10,1999,Park,2
Tamarix,Tamaricaceae,20,1999,Park,3
Tamarix,Tamaricaceae,30,1999,Park,4
Tamarix,Tamaricaceae,30,2010,Park,1
Tamarix,Tamaricaceae,60,2006,Street,1
Taxodium,Cupressaceae,60,1998,Park,1
Taxodium,Cupressaceae,60,2000,Street,7
Taxodium,Cupressaceae,80,2000,Park,3
Taxodium,Cupressaceae,80,2010,Park,1
Taxus,Taxaceae,20,2000,Park,1
Thuja,Cupressaceae,60,1900,Park,1
Thuja,Cupressaceae,60,1998,Park,4
Thuja,Cupressaceae,80,2000,Park,1
Tilia,Malvaceae,10,1997,Park,3
Tilia,Malvaceae,10,2007,Street,1
Tilia,Malvaceae,20,1900,Street,1
Tilia,Malvaceae,20,1997,Park,1
Tilia,Malvaceae,20,1998,Park,1
Tilia,Malvaceae,30,1900,Park,1
Tilia,Malvaceae,30,1997,Park,1
Tilia,Malvaceae,30,1998,Park,5
Tilia,Malvaceae,5,1997,Park,2
Tilia,Malvaceae,5,2006,Park,2
Tilia,Malvaceae,60,1900,Park,2
Tilia,Malvaceae,60,1900,Street,3
Tilia,Malvaceae,60,1998,Park,10
Tilia,Malvaceae,60,2000,Park,1
Tilia,Malvaceae,60,2000,Street,15
Tilia,Malvaceae,60,2005,Street,9
Tilia,Malvaceae,60,2006,Park,1
Tilia,Malvaceae,60,2006,Street,3
Tilia,Malvaceae,60,2008,Street,1
Tilia,Malvaceae,60,2009,Street,1
Tilia,Malvaceae,60,2010,Street,1
Tilia,Malvaceae,80,1900,Park,10
Tilia,Malvaceae,80,2000,Park,1
Tilia,Malvaceae,80,2005,Park,1
Tilia,Malvaceae,80,2006,Park,3
Tilia,Malvaceae,80,2006,Street,2
Tilia,Malvaceae,80,2007,Street,1
Tilia,Malvaceae,80,2009,Park,3
Tilia,Malvaceae,80,2010,Park,2
Trachycarpus,Arecaceae,30,2000,Park,1
Trachycarpus,Arecaceae,60,1900,Park,1
Trachycarpus,Arecaceae,60,1998,Park,1
Trachycarpus,Arecaceae,80,2009,Street,3
Tristaniopsis,Myrtaceae,1,1997,Street,1
Tristaniopsis,Myrtaceae,10,1900,Street,1
Tristaniopsis,Myrtaceae,10,1997,Street,2
Tristaniopsis,Myrtaceae,10,2000,Street,2
Tristaniopsis,Myrtaceae,10,2008,Street,4
Tristaniopsis,Myrtaceae,10,2009,Street,1
Tristaniopsis,Myrtaceae,20,1900,Street,5
Tristaniopsis,Myrtaceae,20,1997,Street,1
Tristaniopsis,Myrtaceae,20,2000,Street,16
Tristaniopsis,Myrtaceae,20,2006,Street,5
Tristaniopsis,Myrtaceae,20,2007,Street,1
Tristaniopsis,Myrtaceae,20,2008,Street,6
Tristaniopsis,Myrtaceae,30,1900,Park,1
Tristaniopsis,Myrtaceae,30,1900,Street,11
Tristaniopsis,Myrtaceae,30,1997,Street,3
Tristaniopsis,Myrtaceae,30,1998,Park,2
Tristaniopsis,Myrtaceae,30,2000,Street,16
Tristaniopsis,Myrtaceae,30,2006,Street,9
Tristaniopsis,Myrtaceae,30,2008,Street,21
Tristaniopsis,Myrtaceae,5,2006,Street,1
Tristaniopsis,Myrtaceae,5,2008,Street,2
Tristaniopsis,Myrtaceae,60,1900,Park,1
Tristaniopsis,Myrtaceae,60,1997,Street,7
Tristaniopsis,Myrtaceae,60,2000,Park,4
Tristaniopsis,Myrtaceae,60,2000,Street,7
Tristaniopsis,Myrtaceae,60,2006,Street,74
Tristaniopsis,Myrtaceae,60,2007,Street,17
Tristaniopsis,Myrtaceae,60,2008,Street,49
Tristaniopsis,Myrtaceae,60,2009,Park,4
Tristaniopsis,Myrtaceae,60,2009,Street,16
Tristaniopsis,Myrtaceae,60,2010,Street,27
Tristaniopsis,Myrtaceae,80,2008,Park,1
Tristaniopsis,Myrtaceae,80,2010,Park,1
Tristaniopsis,Myrtaceae,80,2010,Street,12
Ulmus,Ulmaceae,1,1900,Park,16
Ulmus,Ulmaceae,1,1900,Street,9
Ulmus,Ulmaceae,1,1997,Park,15
Ulmus,Ulmaceae,1,1997,Street,47
Ulmus,Ulmaceae,1,1998,Park,46
Ulmus,Ulmaceae,1,1998,Street,1
Ulmus,Ulmaceae,1,2000,Park,1
Ulmus,Ulmaceae,1,2000,Street,1
Ulmus,Ulmaceae,1,2006,Park,1
Ulmus,Ulmaceae,1,2006,Street,1
Ulmus,Ulmaceae,10,1899,Park,1
Ulmus,Ulmaceae,10,1900,Park,109
Ulmus,Ulmaceae,10,1900,Street,91
Ulmus,Ulmaceae,10,1997,Park,50
Ulmus,Ulmaceae,10,1997,Street,434
Ulmus,Ulmaceae,10,1998,Park,453
Ulmus,Ulmaceae,10,1998,Street,1
Ulmus,Ulmaceae,10,1999,Park,4
Ulmus,Ulmaceae,10,2000,Park,6
Ulmus,Ulmaceae,10,2000,Street,7
Ulmus,Ulmaceae,10,2006,Park,7
Ulmus,Ulmaceae,10,2006,Street,2
Ulmus,Ulmaceae,10,2007,Park,5
Ulmus,Ulmaceae,10,2007,Street,1
Ulmus,Ulmaceae,10,2008,Street,6
Ulmus,Ulmaceae,10,2009,Park,9
Ulmus,Ulmaceae,10,2009,Street,3
Ulmus,Ulmaceae,10,2010,Street,1
Ulmus,Ulmaceae,20,1900,Park,97
Ulmus,Ulmaceae,20,1900,Street,92
Ulmus,Ulmaceae,20,1997,Park,53
Ulmus,Ulmaceae,20,1997,Street,334
Ulmus,Ulmaceae,20,1998,Park,351
Ulmus,Ulmaceae,20,1998,Street,5
Ulmus,Ulmaceae,20,1999,Park,4
Ulmus,Ulmaceae,20,1999,Street,1
Ulmus,Ulmaceae,20,2000,Park,2
Ulmus,Ulmaceae,20,2000,Street,33
Ulmus,Ulmaceae,20,2005,Street,2
Ulmus,Ulmaceae,20,2006,Park,11
Ulmus,Ulmaceae,20,2006,Street,16
Ulmus,Ulmaceae,20,2007,Park,3
Ulmus,Ulmaceae,20,2008,Park,2
Ulmus,Ulmaceae,20,2008,Street,4
Ulmus,Ulmaceae,20,2009,Street,3
Ulmus,Ulmaceae,20,2010,Park,1
Ulmus,Ulmaceae,20,2010,Street,1
Ulmus,Ulmaceae,30,1899,Street,2
Ulmus,Ulmaceae,30,1900,Park,54
Ulmus,Ulmaceae,30,1900,Street,109
Ulmus,Ulmaceae,30,1997,Park,30
Ulmus,Ulmaceae,30,1997,Street,219
Ulmus,Ulmaceae,30,1998,Park,91
Ulmus,Ulmaceae,30,1999,Park,1
Ulmus,Ulmaceae,30,1999,Street,11
Ulmus,Ulmaceae,30,2000,Street,25
Ulmus,Ulmaceae,30,2005,Street,3
Ulmus,Ulmaceae,30,2006,Park,13
Ulmus,Ulmaceae,30,2006,Street,39
Ulmus,Ulmaceae,30,2007,Park,3
Ulmus,Ulmaceae,30,2007,Street,1
Ulmus,Ulmaceae,30,2008,Park,3
Ulmus,Ulmaceae,30,2008,Street,11
Ulmus,Ulmaceae,30,2009,Park,1
Ulmus,Ulmaceae,30,2009,Street,3
Ulmus,Ulmaceae,30,2010,Street,1
Ulmus,Ulmaceae,5,1899,Park,2
Ulmus,Ulmaceae,5,1900,Park,70
Ulmus,Ulmaceae,5,1900,Street,66
Ulmus,Ulmaceae,5,1997,Park,47
Ulmus,Ulmaceae,5,1997,Street,322
Ulmus,Ulmaceae,5,1998,Park,342
Ulmus,Ulmaceae,5,1998,Street,6
Ulmus,Ulmaceae,5,1999,Park,7
Ulmus,Ulmaceae,5,2000,Park,3
Ulmus,Ulmaceae,5,2000,Street,11
Ulmus,Ulmaceae,5,2005,Street,1
Ulmus,Ulmaceae,5,2006,Park,2
Ulmus,Ulmaceae,5,2007,Park,2
Ulmus,Ulmaceae,5,2007,Street,3
Ulmus,Ulmaceae,5,2008,Park,1
Ulmus,Ulmaceae,5,2008,Street,9
Ulmus,Ulmaceae,5,2009,Park,1
Ulmus,Ulmaceae,5,2009,Street,4
Ulmus,Ulmaceae,60,1899,Park,1
Ulmus,Ulmaceae,60,1899,Street,1
Ulmus,Ulmaceae,60,1900,Park,57
Ulmus,Ulmaceae,60,1900,Street,70
Ulmus,Ulmaceae,60,1997,Park,4
Ulmus,Ulmaceae,60,1997,Street,76
Ulmus,Ulmaceae,60,1998,Park,40
Ulmus,Ulmaceae,60,1998,Street,2
Ulmus,Ulmaceae,60,1999,Park,1
Ulmus,Ulmaceae,60,1999,Street,1
Ulmus,Ulmaceae,60,2000,Park,5
Ulmus,Ulmaceae,60,2000,Street,62
Ulmus,Ulmaceae,60,2005,Street,3
Ulmus,Ulmaceae,60,2006,Park,24
Ulmus,Ulmaceae,60,2006,Street,33
Ulmus,Ulmaceae,60,2007,Park,1
Ulmus,Ulmaceae,60,2007,Street,17
Ulmus,Ulmaceae,60,2008,Street,34
Ulmus,Ulmaceae,60,2009,Park,1
Ulmus,Ulmaceae,60,2009,Street,5
Ulmus,Ulmaceae,60,2010,Street,6
Ulmus,Ulmaceae,80,1899,Street,5
Ulmus,Ulmaceae,80,1900,Park,38
Ulmus,Ulmaceae,80,1900,Street,5
Ulmus,Ulmaceae,80,1997,Park,1
Ulmus,Ulmaceae,80,1997,Street,11
Ulmus,Ulmaceae,80,1998,Park,18
Ulmus,Ulmaceae,80,1999,Park,1
Ulmus,Ulmaceae,80,2000,Park,7
Ulmus,Ulmaceae,80,2000,Street,5
Ulmus,Ulmaceae,80,2006,Park,29
Ulmus,Ulmaceae,80,2006,Street,2
Ulmus,Ulmaceae,80,2007,Park,7
Ulmus,Ulmaceae,80,2007,Street,4
Ulmus,Ulmaceae,80,2008,Park,3
Ulmus,Ulmaceae,80,2008,Street,1
Ulmus,Ulmaceae,80,2009,Park,4
Ulmus,Ulmaceae,80,2010,Park,6
Ulmus,Ulmaceae,80,2010,Street,1
UNKNOWN,UNKNOWN,20,1900,Park,1
UNKNOWN,UNKNOWN,20,1900,Street,1
UNKNOWN,UNKNOWN,20,1997,Street,5
UNKNOWN,UNKNOWN,20,2000,Street,1
UNKNOWN,UNKNOWN,20,2009,Park,11
UNKNOWN,UNKNOWN,30,1900,Street,2
UNKNOWN,UNKNOWN,30,2008,Street,1
Washingtonia,Arecaceae,60,1900,Park,13
Washingtonia,Arecaceae,60,1900,Street,2
Washingtonia,Arecaceae,60,1998,Park,11
Washingtonia,Arecaceae,60,2000,Park,2
Washingtonia,Arecaceae,60,2000,Street,4
Washingtonia,Arecaceae,60,2009,Park,14
Washingtonia,Arecaceae,80,2000,Park,1
Washingtonia,Arecaceae,80,2007,Park,2
Washingtonia,Arecaceae,80,2009,Street,25
Zelkova,Ulmaceae,1,2008,Street,2
Zelkova,Ulmaceae,10,1900,Street,4
Zelkova,Ulmaceae,10,1997,Street,1
Zelkova,Ulmaceae,10,1999,Street,1
Zelkova,Ulmaceae,10,2000,Street,1
Zelkova,Ulmaceae,10,2006,Park,1
Zelkova,Ulmaceae,10,2006,Street,6
Zelkova,Ulmaceae,10,2008,Park,2
Zelkova,Ulmaceae,10,2008,Street,8
Zelkova,Ulmaceae,10,2009,Street,2
Zelkova,Ulmaceae,20,1900,Street,5
Zelkova,Ulmaceae,20,1997,Street,1
Zelkova,Ulmaceae,20,1999,Street,4
Zelkova,Ulmaceae,20,2000,Street,1
Zelkova,Ulmaceae,20,2006,Street,15
Zelkova,Ulmaceae,20,2008,Park,3
Zelkova,Ulmaceae,20,2008,Street,17
Zelkova,Ulmaceae,20,2009,Park,2
Zelkova,Ulmaceae,20,2009,Street,2
Zelkova,Ulmaceae,30,1900,Street,9
Zelkova,Ulmaceae,30,1997,Street,7
Zelkova,Ulmaceae,30,1999,Street,4
Zelkova,Ulmaceae,30,2000,Street,9
Zelkova,Ulmaceae,30,2006,Street,24
Zelkova,Ulmaceae,30,2008,Park,3
Zelkova,Ulmaceae,30,2008,Street,39
Zelkova,Ulmaceae,5,1900,Street,1
Zelkova,Ulmaceae,5,1999,Street,2
Zelkova,Ulmaceae,5,2000,Street,1
Zelkova,Ulmaceae,5,2006,Street,2
Zelkova,Ulmaceae,5,2008,Street,3
Zelkova,Ulmaceae,5,2009,Street,2
Zelkova,Ulmaceae,60,1900,Street,6
Zelkova,Ulmaceae,60,2000,Street,24
Zelkova,Ulmaceae,60,2006,Street,36
Zelkova,Ulmaceae,60,2008,Park,7
Zelkova,Ulmaceae,60,2008,Street,32
Zelkova,Ulmaceae,60,2009,Park,1
Zelkova,Ulmaceae,60,2009,Street,4
Zelkova,Ulmaceae,60,2010,Street,46
Zelkova,Ulmaceae,80,1900,Street,1
Zelkova,Ulmaceae,80,2000,Park,4
Zelkova,Ulmaceae,80,2000,Street,1
Zelkova,Ulmaceae,80,2006,Street,11
Zelkova,Ulmaceae,80,2009,Park,10
Zelkova,Ulmaceae,80,2009,Street,9
Zelkova,Ulmaceae,80,2010,Park,1
